text,label,clean_text,finbert_label
"The AZEK® Company Inc. Announces Fiscal Third Quarter 2022 Earnings Release and Investor Conference Call on August 4, 2022  https://t.co/fHH0qVZZJO  https://t.co/RjfVRFtU7Y",5,the azek company inc announces fiscal third quarter 2022 earnings release and investor conference call on august 4 2022    ,0
"$SOXX: iShares Semiconductor ETF (+0.8%) holds decent gains at midweek, now about +8.4% off the early-July lows  https://t.co/RYW7sJNygm",19,soxx ishares semiconductor etf 08 holds decent gains at midweek now about 84 off the earlyjuly lows  ,1
"As a recession looms over markets, here’s what Wall Street heavy hitters say are the next big risks for investors.  Read The Big Take ⬇️  https://t.co/Lv1in8Y7p4",9,as a recession looms over markets heres what wall street heavy hitters say are the next big risks for investors  read the big take   ,2
"For all the volatility whipsawing the US bond market, traders are showing increasing confidence that the alarm bells warning of a recession will only get louder  https://t.co/GCKhknF4Z5",3,for all the volatility whipsawing the us bond market traders are showing increasing confidence that the alarm bells warning of a recession will only get louder  ,2
"$VINO we have plenty of time till June 2023..... dont be fooled by what the others say, read yourself.  https://t.co/f96D26zoQN",18,vino we have plenty of time till june 2023 dont be fooled by what the others say read yourself  ,0
A quarter of Americans surveyed say they will buy an electric vehicle as their next automobile as gasoline prices soar to record levels  https://t.co/9R9cN9Qcxb,9,a quarter of americans surveyed say they will buy an electric vehicle as their next automobile as gasoline prices soar to record levels  ,0
SailPoint Announces Date of Q2 2022 Earnings Release  https://t.co/d4D6LlGSIR  https://t.co/UiPTc4OeV9,5,sailpoint announces date of q2 2022 earnings release    ,0
"Wheat climbs after a 5-day slump, with investors assessing a broader rise in commodities against the outlook for increasing supply  https://t.co/svKELuFCbT",14,wheat climbs after a 5day slump with investors assessing a broader rise in commodities against the outlook for increasing supply  ,2
$BRK.A $BRK.B $CP - US weekly railroad traffic drops 2.8% after coal volumes edge lower  https://t.co/jJNLqGhX5Q,14,brka brkb cp  us weekly railroad traffic drops 28 after coal volumes edge lower  ,2
"Cathie Wood's Ark purchased 1,041,831 shares of Unity Software  https://t.co/rmcfTlQsU1",13,cathie woods ark purchased 1041831 shares of unity software  ,0
$PEP: PepsiCo dips slightly ahead of its earnings report tonight; PEP's report is sort of the unofficial start to...  https://t.co/eCp6rTqPh5,19,pep pepsico dips slightly ahead of its earnings report tonight peps report is sort of the unofficial start to  ,2
"Smarty Goes International: the Premier Online Shopping Destination Offers New Savings and Benefits for Retailers in Australia, the UK, New Zealand and Canada  https://t.co/o3IHBmcVR0  https://t.co/VrwBn6IxeB",2,smarty goes international the premier online shopping destination offers new savings and benefits for retailers in australia the uk new zealand and canada    ,1
Australia’s largest pension fund sees the global economy struggling for about two more years as businesses and households adjust to tighter monetary and fiscal policies  https://t.co/yMK8Tixorf,14,australias largest pension fund sees the global economy struggling for about two more years as businesses and households adjust to tighter monetary and fiscal policies  ,2
The Worldwide Hygroscopic Building Material Industry is Projected to Reach $1.4 Billion by 2027 -  https://t.co/guyiBzPH8C  https://t.co/DfWPuK5hTH  https://t.co/kh0qUbbTSA,14,the worldwide hygroscopic building material industry is projected to reach 14 billion by 2027       ,0
"WATCH: British Prime Minister Boris Johnson signs off with ""Hasta la vista, baby,"" at the end of his final questions session in the U.K. House of Commons.   https://t.co/eswG9BtsJV",16,watch british prime minister boris johnson signs off with hasta la vista baby at the end of his final questions session in the uk house of commons   ,0
This small-cap biotech has one product on the market and up to four more launching by the end of 2023  https://t.co/zjyB74Ft40,2,this smallcap biotech has one product on the market and up to four more launching by the end of 2023  ,0
$DRH $DRH.PA - DiamondRock Hospitality appoints Justin Leonard as EVP and COO  https://t.co/LIPFuKc4ST,17,drh drhpa  diamondrock hospitality appoints justin leonard as evp and coo  ,0
"U.S. TOTAL PETROLEUM CONSUMPTION TO RISE 700,000 BPD TO 20.48 MILLION BPD IN 2022 (VS RISE OF 750,00 BPD LAST MONTH) - EIA  U.S. PETROLEUM DEMAND TO RISE 320,000 BPD TO 20.8 MILLION BPD IN 2023 (VS RISE OF 200,000 BPD LAST MONTH) - EIA",14,us total petroleum consumption to rise 700000 bpd to 2048 million bpd in 2022 vs rise of 75000 bpd last month  eia  us petroleum demand to rise 320000 bpd to 208 million bpd in 2023 vs rise of 200000 bpd last month  eia,1
$WIRES: On The Wires  https://t.co/bkxwTzoj0l,18,wires on the wires  ,0
$CEQP - Crestwood Equity Partners: Too Cheap To Ignore.  https://t.co/M8d9zhPtb2 #investing #markets #economy,18,ceqp  crestwood equity partners too cheap to ignore   investing markets economy,2
Global Genes Awards 2022 Health Equity Grants to Rare Disease Groups Addressing Challenges Affecting Underserved Communities  https://t.co/t4i5hreFeg,2,global genes awards 2022 health equity grants to rare disease groups addressing challenges affecting underserved communities  ,0
China growth hopes rest on troubled local government financing vehicles  https://t.co/SykFy47ida,14,china growth hopes rest on troubled local government financing vehicles  ,1
Engineers have been called in to repair a surface defect at London Luton Airport’s runway caused by high temperatures amid a heat wave that looks set to shatter records  https://t.co/MrfBbI5zT7,9,engineers have been called in to repair a surface defect at london luton airports runway caused by high temperatures amid a heat wave that looks set to shatter records  ,2
$REGN - Regeneron Post COVID Bolus.  https://t.co/jVaAGqAMLU #finance #stocks #trading,2,regn  regeneron post covid bolus   finance stocks trading,0
$SPY $SPX $ES_F Wedge/Flag forming here…   Need to see which way it breaks out for a direction.  https://t.co/21UwusG8Hz,18,spy spx es_f wedgeflag forming here   need to see which way it breaks out for a direction  ,0
"Moody’s Mark Zandi says the US can still avoid a recession, but warns that it might talk itself into one anyway  https://t.co/4crsN4N2SX",14,moodys mark zandi says the us can still avoid a recession but warns that it might talk itself into one anyway  ,0
Toyoda Gosei Opens New Plant in Central China  https://t.co/GTUcZ5mXdq  https://t.co/T3Z2FMoCsN,2,toyoda gosei opens new plant in central china    ,0
$TBLT active in AH,18,tblt active in ah,0
"JPMorgan lifted to hold from sell at Berenberg, because 'good banks have bad years'  https://t.co/Ybixekqctt",0,jpmorgan lifted to hold from sell at berenberg because good banks have bad years  ,2
$ELBM $ADN $INDO - Advent Technologies among Energy/Utilities gainers; BP Prudhoe Bay and SilverBow Resources among losers  https://t.co/CWBKq0yo12,19,elbm adn indo  advent technologies among energyutilities gainers bp prudhoe bay and silverbow resources among losers  ,0
$IP - International Paper: A Tradeable Range With A High Dividend.  https://t.co/5wPKDDh7Jk #markets #stocks #economy,18,ip  international paper a tradeable range with a high dividend   markets stocks economy,0
Canadian bond and Index update  @MtlExchange  https://t.co/9e4gxCEfjx,3,canadian bond and index update  mtlexchange  ,0
"Industrial Outdoor Storage Platform, Catalyst Investment Partners, Hires Scott Barrie as Regional Director of Investments  https://t.co/eL4ee4BXcC  https://t.co/vWbZprfNTs",17,industrial outdoor storage platform catalyst investment partners hires scott barrie as regional director of investments    ,0
China: Very Strong Loan Growth But Uncertainty Remains On Economic Recovery.  https://t.co/BbJ4wcfdfH #stockmarket #trading #stocks,14,china very strong loan growth but uncertainty remains on economic recovery   stockmarket trading stocks,1
Asia-Pacific markets set to trade mixed after rally on Wall Street  https://t.co/FqIyyO81sv,15,asiapacific markets set to trade mixed after rally on wall street  ,0
EU watchdog calls for common definition of corporate 'sustainability'  https://t.co/lFNdP8RiMC  https://t.co/hp4DorTI6Q,9,eu watchdog calls for common definition of corporate sustainability    ,0
Nel ASA: Receives purchase order for an alkaline electrolyser system from Skovgaard Energy  https://t.co/bt3CW6SFKT  https://t.co/3XneXUweFQ,2,nel asa receives purchase order for an alkaline electrolyser system from skovgaard energy    ,0
$CNC - Centene'S Delaware subsidiary bags statewide medicaid contract  https://t.co/9C5w2unHsg,2,cnc  centenes delaware subsidiary bags statewide medicaid contract  ,0
"Amazon Prime Day 2022 is almost over: When does it end, the best deals and more.  https://t.co/DrqUyshnPO",2,amazon prime day 2022 is almost over when does it end the best deals and more  ,0
Wells Fargo misses analysts’ earnings estimates as home lending slows  https://t.co/KFY0siUYfh,7,wells fargo misses analysts earnings estimates as home lending slows  ,2
"China risks a hard landing in the real-estate sector and needs to step in to resolve both the liquidity crunch for developers and the recent boycotts of mortgage payments, a former official says  https://t.co/PWsEYvUpPO",14,china risks a hard landing in the realestate sector and needs to step in to resolve both the liquidity crunch for developers and the recent boycotts of mortgage payments a former official says  ,2
"In “The Fight to Save the Town,” legal scholar Michelle Wilde Anderson shows how four poverty-struck communities battled back from fiscal disasters  https://t.co/IzVYSv6S2W via @citylab",9,in the fight to save the town legal scholar michelle wilde anderson shows how four povertystruck communities battled back from fiscal disasters   via citylab,0
$QS - QuantumScape: Don't Try To Pick The Bottom - Just Avoid.  https://t.co/QQQB1p0pFA #business #finance #stocks,18,qs  quantumscape dont try to pick the bottom  just avoid   business finance stocks,0
"$NUE - Nucor: Q2 Results Are Much Better Than Expected, 11.3% Total Yield.  https://t.co/DCEq3PRRXv #business #stocks #markets",5,nue  nucor q2 results are much better than expected 113 total yield   business stocks markets,1
European fertilizer giant Yara International says the energy crisis is forcing it to curb output and warned that more cuts may come  https://t.co/bXX0zbmUnl,2,european fertilizer giant yara international says the energy crisis is forcing it to curb output and warned that more cuts may come  ,2
$IXHL: Incannex Healthcare has received approval from the Bellberry Human Research Ethics Committee for a phase 1...  https://t.co/ydej83dk7W,2,ixhl incannex healthcare has received approval from the bellberry human research ethics committee for a phase 1  ,1
We went from Oil to $200 calls to Oil to $50 calls  Price changes sentiment....😂,6,we went from oil to 200 calls to oil to 50 calls  price changes sentiment,0
US President Biden said Saudi Arabia had committed to extending and strengthening a UN-mediated truce in Yemen  https://t.co/GlLzzB7FuN,9,us president biden said saudi arabia had committed to extending and strengthening a unmediated truce in yemen  ,0
Black &amp; Veatch Appointed to Major Irish Power Resilience Project  https://t.co/4tIOYriH2v  https://t.co/sHgLy9K5kW,17,black amp veatch appointed to major irish power resilience project    ,0
Nanostics Announces the Launch of its Bladder Cancer Clinical Study to Identify the Most Potent Disease Predictors for Early Detection of Bladder Cancer  https://t.co/cFNaVDVcbp  https://t.co/rGnTZ3fE6x,2,nanostics announces the launch of its bladder cancer clinical study to identify the most potent disease predictors for early detection of bladder cancer    ,1
"Why the Fed won't raise interest rates by 100bps next week, according to Goldman Sachs  https://t.co/yqVnR32Wkt by @BrianSozzi  https://t.co/rrgRnoEM4a",1,why the fed wont raise interest rates by 100bps next week according to goldman sachs   by briansozzi  ,0
Sweden's Atlas Copco profit beats forecast on robust demand  https://t.co/qYfF020K4P  https://t.co/mVmSSL5kt1,7,swedens atlas copco profit beats forecast on robust demand    ,1
